,Age,EducationLevel,NumDependents,Latitude,Longitude,Terrorism,UserTenure,Gender_Male,Occupation_Retired,Occupation_Student,Occupation_Unemployed,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,TransactionLocation_BRISBANE,TransactionLocation_CANBERRA,TransactionLocation_DARWIN,TransactionLocation_HOBART,TransactionLocation_MELBOURNE,TransactionLocation_PERTH,TransactionLocation_SYDNEY,DeviceType_Mobile,DeviceType_Tablet,TransactionType_Purchase,TransactionType_Transfer,TransactionType_Withdrawal,GiftsTransaction_AUD_equivalent,Income_AUD_equivalent,Expenditure_AUD_equivalent,TransactionAmount_AUD_equivalent,Year,Month,Day,IsFraud
5467,39,1,3,-19.491411,132.550964,False,67,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,12994.0944,76706.38,59469.51,378.63,2023,7,5,no
5468,28,0,1,-20.917574,142.702789,False,25,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,11394.6952,138819.69,99676.3,195.51,2023,12,27,no
5469,23,0,4,-25.042261,117.793221,False,75,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,9054.024,99641.65,54748.27,186.42,2023,9,25,no
5470,26,1,4,-31.840233,145.612793,False,59,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,172.09,76446.84,149270.77,386.38,2023,7,2,no
5471,24,0,4,-37.0201,144.9646,False,77,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2694.7452,40281.45,31225.34,87.02,2023,12,8,no
5472,34,1,0,-19.491411,132.550964,True,94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14038.1864,73003.58,22699.86,666.23,2023,10,21,yes
5473,-40,1,0,-37.0201,144.9646,True,48,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2270.4051999999997,44663.69,31313.63,63.94,2023,8,23,no
5474,29,0,2,-31.840233,145.612793,False,103,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1196.5016,33625.61,16883.14,222.42,2023,10,26,yes
5475,48,1,2,-31.840233,145.612793,False,18,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1923.1912,49912.83,22465.4,264.79,2023,9,2,yes
5476,53,0,4,-37.0201,144.9646,False,37,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1684.0124,26580.9,14936.18,61.67,2023,3,17,no
5477,41,1,3,-20.917574,142.702789,False,59,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7022.856400000001,138041.7,86215.12,89.22,2023,9,22,no
5478,-18,0,4,-25.042261,117.793221,False,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,417.87199999999996,81183.4,48183.88,255.23,2023,12,20,no
5479,20,0,1,-20.917574,142.702789,False,108,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3286.9984,76991.74,57246.83,94.03,2023,12,24,no
5480,31,2,2,-31.840233,145.612793,True,89,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18160.87,67565.71,20715.72,19.27,2023,10,12,no
5481,31,0,2,-31.840233,145.612793,False,24,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,7728.2016,94958.0,47711.24,578.47,2023,10,4,no
5482,34,0,0,-30.000233,136.209152,False,112,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,668.3012,38368.6,25005.95,11.43,2023,3,25,yes
5483,42,0,4,-25.042261,117.793221,True,86,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3431.7444,140544.38,91329.94,1.88,2023,2,10,no
5484,-18,0,1,-37.0201,144.9646,False,47,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6272.2156,104414.84,33611.16,14.23,2023,10,6,yes
5485,23,1,2,-31.840233,145.612793,False,115,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,11479.7396,86165.4,46561.87,4.92,2023,11,11,yes
5486,27000,1,4,-20.917574,142.702789,False,35,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2137.7132,57053.16,31755.58,296.19,2023,4,5,yes
5487,26,0,2,-37.0201,144.9646,False,12,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,283.95,64362.33,55667.04,1120.17,2023,9,13,no
5488,50,0,1,-31.840233,145.612793,False,48,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,16850.2768,62189.18,25646.64,4.68,2023,6,25,no
5489,52,0,0,-37.0201,144.9646,False,18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,9371.8968,87524.98,40059.58,183.97,2023,12,11,no
5490,22,0,1,-37.0201,144.9646,True,108,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3278.8251999999998,36152.02,15858.56,321.53,2023,11,15,no
5491,22,1,1,-31.840233,145.612793,False,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,6141.366,119078.31,55712.97,259.98,2023,7,26,no
5492,31,1,1,-37.0201,144.9646,False,75,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1629.5831999999998,42034.63,23480.69,87.07,2023,8,4,yes
5493,42,1,2,-31.840233,145.612793,False,16,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6727.3472,41567.49,14191.94,1789.15,2023,6,22,no
5494,27,1,2,-25.042261,117.793221,False,105,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3446.1895999999997,50962.8,23655.52,151.45,2023,12,1,yes
5495,52,0,4,-41.640079,146.315918,False,76,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,16614.4104,43348.9,20154.73,55.29,2023,8,8,no
5496,34,2,0,-31.840233,145.612793,True,116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3464.4959999999996,42932.17,30448.22,125.22,2023,8,22,yes
5497,-38,0,0,-31.840233,145.612793,False,54,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,607.9528,49546.51,28615.62,1095.84,2023,12,12,no
5498,22000,1,1,-37.0201,144.9646,True,7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3817.4332,39971.4,29370.85,135.75,2023,4,4,no
5499,30,1,3,-31.840233,145.612793,False,99,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,12637.3352,71392.5,28808.1,179.9,2023,8,27,yes
5500,42,0,1,-20.917574,142.702789,False,29,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6186.3676,62958.36,49928.7,247.33,2023,6,16,no
5501,-26,1,2,-41.640079,146.315918,False,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,7541.0608,77150.78,55008.4,87.12,2023,10,31,no
5502,21,0,0,-25.042261,117.793221,False,45,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,5965.9264,31794.69,16912.73,624.71,2023,10,7,yes
5503,35,2,0,-37.0201,144.9646,False,107,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3887.21,43696.4,23374.477199999998,551.35,2023,7,14,no
5504,39,2,3,-31.840233,145.612793,False,103,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2920.988,37413.88,23911.35,51.92,2023,12,29,no
5505,40,1,1,-20.917574,142.702789,False,38,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1342.9724,20001.45,8415.26,78.65,2023,4,22,no
5506,40,2,1,-37.0201,144.9646,False,10,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,8081.373999999999,40621.74,22185.75,49.39,2023,8,4,no
5507,21,0,0,-30.000233,136.209152,False,11,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2776.5359999999996,64075.21,47571.28,45.73,2023,12,21,yes
5508,32,0,0,-20.917574,142.702789,True,40,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3278.6292,33264.46,22885.51,747.42,2023,4,19,no
5509,34,3,0,-20.917574,142.702789,False,27,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2064.566,80936.77,29300.94,60.92,2023,9,16,yes
5510,24,0,2,-20.917574,142.702789,True,42,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7932.6884,88530.02,37557.25,89.61,2023,2,25,no
5511,27,3,4,-31.840233,145.612793,False,109,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,4217.11,39651.28,48775.14,933.62,2023,4,7,yes
5512,25,0,3,-37.0201,144.9646,True,98,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,6645.4388,38122.02,13337.66,103.86,2023,12,16,no
5513,35,1,2,-20.917574,142.702789,False,89,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,661.5784,34453.79,24186.81,1298.83,2023,8,19,no
5514,40,1,2,-37.0201,144.9646,True,14,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,15186.5504,145379.01,110356.39,106.79,2023,3,21,no
5515,32,1,3,-20.917574,142.702789,False,84,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,15180.7488,67534.49,53058.55,132.15,2023,4,22,no
5516,18000,1,2,-20.917574,142.702789,False,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3994.5388,74782.63,44061.46,50.44,2023,2,17,yes
5517,34,0,4,-20.917574,142.702789,True,79,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,7535.9648,113296.55,66379.49,1758.3,2023,4,22,no
5518,55,1,1,-25.042261,117.793221,True,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,96.236,35735.73,13352.18,74.5,2023,12,15,yes
5519,43,3,1,-20.917574,142.702789,False,21,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3057.0708,84692.22,60958.0,432.98,2023,12,1,no
5520,37,0,3,-20.917574,142.702789,False,96,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,544.31,72971.67,139066.28,580.74,2023,3,1,no
5521,18,1,4,-31.840233,145.612793,False,58,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2149.0224000000003,66158.0,42569.99,208.83,2023,8,17,yes
5522,29,2,0,-37.0201,144.9646,False,100,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,4413.07,75632.67,40112.6821,32.87,2023,12,10,no
5523,48,1,2,-31.840233,145.612793,False,18,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1923.1912,49912.83,22465.4,224.46,2023,5,28,no
5524,50,0,2,-37.0201,144.9646,True,91,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2254.98,54258.2,47386.42,189.18,2023,12,16,no
5525,45,2,4,-20.917574,142.702789,False,12,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,14885.7688,75662.4,28120.74,219.23,2023,7,10,no
5526,30,0,0,-25.042261,117.793221,False,110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,14560.5656,116632.87,78473.93,566.41,2023,9,24,no
5527,46000,1,4,-30.000233,136.209152,False,19,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2837.9232,123968.7,81892.23,102.23,2023,11,23,no
5528,-31,2,3,-20.917574,142.702789,True,44,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,14282.0888,73800.51,33594.27,186.43,2023,6,22,yes
5529,29,0,2,-31.840233,145.612793,False,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,888.7032,44475.63,31549.97,51.14,2023,11,28,no
5530,57,1,4,-31.840233,145.612793,True,17,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2406.782,60341.13,32241.65,414.0,2023,12,24,no
5531,24,1,1,-20.917574,142.702789,True,67,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4307.78,125372.65,88994.0793,283.85,2023,6,15,no
5532,44,2,4,-37.0201,144.9646,False,53,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3594.5812,65006.46,25373.19,51.65,2023,8,27,no
5533,31,2,1,-31.840233,145.612793,True,113,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,17675.9464,92784.47,49798.74,169.5,2023,12,30,no
5534,46,2,0,-31.840233,145.612793,False,75,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,7016.99,77013.22,40588.811,162.44609999999997,2023,9,14,no
5535,28,0,2,-19.491411,132.550964,True,25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6870.8584,72037.18,43485.84,24.07,2023,6,28,yes
5536,21,2,4,-31.840233,145.612793,True,24,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,10902.206,39622.29,12366.1,150.32,2023,11,4,no
5537,26,0,4,-20.917574,142.702789,False,107,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2050.2972,68835.73,27925.17,224.75,2023,6,6,no
5538,37,0,3,-25.042261,117.793221,False,78,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,560.5796,76562.65,24319.41,182.01,2023,12,26,no
5539,42,0,1,-31.840233,145.612793,False,15,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,7062.840399999999,85649.29,28611.54,216.99,2023,10,5,no
5540,33,0,3,-20.917574,142.702789,True,98,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,23.049599999999998,50480.82,17818.31,327.38,2023,8,27,no
5541,39,1,3,-37.0201,144.9646,True,43,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,2856.06,59481.43,27708.4109,41.1722,2023,10,22,no
5542,38,1,3,-31.840233,145.612793,True,69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4193.2828,56179.6,27605.53,201.56,2023,8,8,no
5543,18,1,0,,,False,25,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,991.45,125681.93,139703.89,1162.57,2023,8,26,no
5544,34,2,4,-31.840233,145.612793,True,57,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4159.41,55429.36,20578.8922,318.21,2023,12,29,no
5545,18,0,3,-20.917574,142.702789,False,40,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,4687.92,81177.25,95935.67,4960.37,2023,10,16,yes
5546,30,1,0,-31.840233,145.612793,False,17,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2075.7576,60886.95,23350.04,264.59,2023,7,27,no
5547,-34,0,4,-37.0201,144.9646,False,86,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,24575.7736,161938.11,54137.62,293.96,2023,8,26,yes
5548,39,1,2,-37.0201,144.9646,True,28,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1177.8031999999998,28419.25,11172.93,2227.99,2023,2,28,no
5549,43,1,4,-37.0201,144.9646,False,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2330.5575999999996,41405.49,28136.6,824.14,2023,3,18,no
5550,46,1,4,-37.0201,144.9646,False,95,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4976.2832,111514.94,38712.88,120.04,2023,1,4,yes
5551,-31,3,2,-25.042261,117.793221,True,109,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10348.270799999998,62238.86,34633.21,21.37,2023,11,5,no
5552,37000,0,1,-31.840233,145.612793,False,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1893.4579999999999,34730.55,25960.05,44.82,2023,10,29,no
5553,-29,0,2,-31.840233,145.612793,True,39,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,16257.004399999998,51339.89,26496.75,88.71,2023,12,23,no
5554,21,3,3,-37.0201,144.9646,True,83,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7078.2264000000005,72898.77,54322.67,62.03,2023,3,16,no
5555,44,0,2,-31.840233,145.612793,True,44,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,467.53839999999997,50553.99,16004.86,159.58,2023,10,20,no
5556,40000,2,4,-37.0201,144.9646,False,113,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,93.11959999999999,48431.76,35878.64,467.32,2023,4,26,no
5557,18,0,0,-31.840233,145.612793,True,75,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1150.84,54525.76,84048.9,740.33,2023,10,15,yes
5558,23,1,4,-31.840233,145.612793,True,51,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4242.2044,44450.13,18615.2,138.99,2023,7,17,no
5559,-37,2,1,-31.840233,145.612793,False,52,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,9009.923999999999,76712.9,52855.99,100.1,2023,5,18,no
5560,56,2,2,-37.0201,144.9646,False,96,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,17302.252800000002,120688.59,89150.6,218.34,2023,12,2,yes
5561,49,0,2,-37.0201,144.9646,False,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6250.3812,92762.32,54973.11,454.04,2023,11,7,no
5562,29,0,1,-20.917574,142.702789,False,81,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,13718.236,49250.21,23568.76,102.29,2023,10,12,no
5563,35,0,3,-37.0201,144.9646,False,31,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3146.7604,47538.0,24680.27,207.73,2023,12,11,yes
5564,51,1,4,-31.840233,145.612793,False,18,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1859.22,32434.06,52282.48,126.21,2023,11,12,yes
5565,37,2,4,-25.042261,117.793221,False,47,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3337.1744000000003,74652.8,49558.59,10.6,2023,12,17,no
5566,21,0,4,-25.042261,117.793221,True,82,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,2796.07,49186.25,32203.761599999994,480.37,2023,9,25,no
5567,40,2,0,-37.0201,144.9646,False,7,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,5759.16,75918.02,89709.37,11.2422,2023,7,4,no
5568,-34,1,4,-30.000233,136.209152,True,13,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1747.5752,58696.41,42807.34,1728.27,2023,6,29,no
5569,23,0,1,-31.840233,145.612793,False,38,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5520.8496000000005,70532.39,44430.34,676.23,2023,9,5,no
5570,33,1,3,-37.0201,144.9646,False,85,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,6692.4003999999995,71585.22,45281.32,14.47,2023,4,17,no
5571,40,1,3,-20.917574,142.702789,False,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2292.6512,29819.08,21699.2,300.7,2023,4,16,yes
5572,42,1,1,-31.840233,145.612793,True,59,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,15338.4504,79421.68,56202.26,76.74,2023,8,13,yes
5573,-47,2,0,-37.0201,144.9646,False,46,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1749.8488,79606.82,34507.21,372.23,2023,9,19,no
5574,39,0,4,-41.640079,146.315918,True,29,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3005.5228,56276.52,28970.93,1858.53,2023,10,31,no
5575,-25,3,1,-20.917574,142.702789,True,98,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,774.4156,38690.83,19376.85,444.7,2023,4,14,no
5576,41,1,3,-31.840233,145.612793,False,71,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3419.27,59001.85,47783.9379,623.8190999999999,2023,2,8,no
5577,23,1,0,-37.0201,144.9646,False,113,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2255.1367999999998,57692.45,23578.73,361.99,2023,7,3,no
5578,43,0,1,-20.917574,142.702789,False,75,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1727.4068,42111.84,28299.0,109.54,2023,10,25,no
5579,-52,2,4,-20.917574,142.702789,True,23,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8803.046,75084.46,23874.73,9.38,2023,11,2,no
5580,22,1,3,-31.840233,145.612793,False,54,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1566.1968,45206.65,23928.56,374.07,2023,12,1,no
5581,21,3,3,-25.042261,117.793221,False,23,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3132.7659999999996,58756.98,43014.51,3.7,2023,9,19,no
5582,45,1,0,-31.840233,145.612793,False,103,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1611.414,123917.87,54790.04,44.67,2023,12,21,no
5583,18000,1,3,-37.0201,144.9646,False,31,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,6945.26,92157.53,67186.93,8.91,2023,7,28,no
5584,45,0,4,-37.0201,144.9646,True,119,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,16923.6984,61267.49,30394.48,12.1,2023,12,22,no
5585,43,3,3,-20.917574,142.702789,False,14,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,97.3728,34730.01,10993.66,1640.96,2023,6,23,no
5586,38,3,2,-37.0201,144.9646,True,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1521.73,72800.78,99132.9,1728.83,2023,11,19,no
5587,-32,0,4,-30.000233,136.209152,False,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,12391.9236,41199.48,19323.65,33.82,2023,12,21,yes
5588,30,3,0,-20.917574,142.702789,False,117,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9273.64,46359.59,69738.08,1243.59,2023,10,8,no
5589,23,0,2,-31.840233,145.612793,True,104,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,2671.0879999999997,63108.61,45730.87,353.53,2023,9,13,no
5590,45000,2,2,-20.917574,142.702789,False,46,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5678.962799999999,69006.18,37849.61,1811.18,2023,1,19,no
5591,45,1,4,-20.917574,142.702789,False,20,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8847.24,132770.64,187092.47,27.588900000000002,2023,10,24,no
5592,29,2,4,-41.640079,146.315918,False,61,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2051.042,70465.37,27132.69,51.66,2023,12,18,no
5593,34,1,2,-31.840233,145.612793,True,97,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2047.0436000000002,55381.96,42601.84,37.77,2023,11,13,no
5594,31,1,4,-37.0201,144.9646,True,100,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,9532.4012,100655.74,71384.1,18992.68,2023,9,1,yes
5595,-26,3,0,-37.0201,144.9646,False,108,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,14470.542800000001,120697.26,81546.41,64.63,2023,9,29,yes
5596,33000,2,0,-37.0201,144.9646,True,18,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1841.2828,80896.17,32293.28,45.39,2023,5,15,no
5597,-29,0,2,-31.840233,145.612793,False,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,888.7032,44475.63,31549.97,80.79,2023,5,1,yes
5598,31,0,1,-31.840233,145.612793,False,39,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,4926.205199999999,134176.57,41839.53,214.68,2023,8,25,no
5599,45000,0,0,-20.917574,142.702789,False,31,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,933.8616,67453.51,25363.89,195.42,2023,2,5,no
5600,24,0,0,-31.840233,145.612793,False,100,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,23247.187599999997,145597.76,105079.53,38.04,2023,9,5,no
5601,34,1,2,-37.0201,144.9646,False,81,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7754.9164,130402.85,66360.39,121.96,2023,10,16,no
5602,36,0,2,-31.840233,145.612793,False,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2135.714,33660.51,26015.09,236.46,2023,12,24,no
5603,36,0,4,-37.0201,144.9646,False,14,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,4145.6156,66523.7,29465.34,666.34,2023,2,23,no
5604,29,1,1,-31.840233,145.612793,True,72,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,27861.302,79635.34,49759.19,1716.37,2023,7,26,yes
5605,28,0,4,-37.0201,144.9646,False,72,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,3124.9651999999996,87578.75,40045.65,719.34,2023,4,29,no
5606,39,2,3,-25.042261,117.793221,True,69,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,897.3860000000001,33923.7,25812.76,135.21,2023,9,5,no
5607,34,0,1,-30.000233,136.209152,False,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,3874.42,136975.56,218628.65,97.91,2023,8,19,no
5608,28,0,2,-31.840233,145.612793,False,58,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,17353.624399999997,123034.58,53862.68,155.83,2023,11,28,yes
5609,28,1,1,-31.840233,145.612793,False,64,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1153.6951999999999,89020.1,45750.09,85.65,2023,6,8,no
5610,38,1,3,-30.000233,136.209152,False,106,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5078.556,54864.85,29750.43,231.86,2023,12,25,no
5611,31,0,1,-31.840233,145.612793,False,39,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4926.205199999999,134176.57,41839.53,363.95,2023,9,2,yes
5612,30,2,4,-37.0201,144.9646,False,113,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,7262.8192,77233.21,51441.57,10.01,2023,4,13,no
5613,18,1,3,-31.840233,145.612793,False,105,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3621.7075999999997,76043.03,30909.95,62.3,2023,11,6,no
5614,24,1,1,-20.917574,142.702789,False,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,7585.592,38868.3,19356.77,74.24,2023,6,11,yes
